Ship-to ID,Visit_Count,Purchase_Count
29047430,95,14
29047430,86,74
29047430,9,32
29047430,26,30
29047430,49,31
29047430,60,72
29047430,97,64
29047430,73,49
29047430,22,54
29047430,22,98
29047430,29,91
29047448,31,91
29047448,50,3
29047448,72,33
29047448,20,84
29047448,53,93
29047448,60,29
29047448,39,1
29047448,85,66
29047448,48,23
29047448,85,40
29047448,57,76
29047448,11,100
29047448,5,76
29047448,77,43
29047448,90,40
29047448,61,99
29047448,77,52
29047448,72,23
29047455,8,36
29047455,54,64
29047455,40,87
29047455,66,57
29047455,71,13
29047455,68,89
29047455,91,39
29047455,89,37
29047455,50,33
29047455,66,44
29047455,45,31
29047455,15,4
29047461,4,72
29047461,20,5
29047461,50,38
29047461,4,51
29047461,5,77
29047461,97,22
29047461,65,77
29047461,5,32
29047461,23,70
29047461,96,51
29047461,4,76
29047461,66,45
29047461,52,9
29047461,32,76
29047461,49,80
29047461,56,76
29047516,96,70
29047516,96,59
29047529,59,57
29047529,65,28
29047529,91,62
29047529,77,98
29047529,52,56
29047529,38,26
29047529,19,66
29047529,1,28
29047529,32,65
29047529,29,52
29047529,31,70
29047529,45,98
29047529,45,81
29047529,90,78
29047529,64,9
29047529,3,66
29047529,16,92
29047529,100,59
29047529,56,50
29047529,75,85
29047529,82,41
29047529,56,58
29047529,54,10
29047529,66,10
29047529,24,93
29047529,1,44
29047529,70,50
29047529,25,87
29047545,6,40
29047545,71,8
29047545,35,21
29047545,18,50
29047545,40,64
29047545,36,23
29047545,13,79
29047545,48,48
29047545,61,88
29047545,95,18
29047545,78,99
29047545,93,76
29047545,92,33
29047545,25,83
29047545,63,98
29047545,6,81
29047545,80,76
29047545,29,40
29047545,80,5
29047556,93,0
29047556,32,1
29047556,91,20
29047556,91,32
29047556,77,79
29047556,60,34
29047556,71,89
29047578,6,9
29047578,10,39
29047578,59,94
29047578,41,96
29047578,36,5
29047578,49,75
29047578,41,1
29047578,82,35
29047578,12,31
29047578,15,84
29047578,31,90
29047578,32,8
29047578,48,73
29047578,97,64
29047578,24,99
29047578,44,9
29047578,12,42
29047578,96,81
29047582,19,28
29047630,12,30
29047630,95,58
29047635,43,64
29047635,67,14
29047635,73,35
29047635,83,61
29047635,85,83
29047635,18,47
29047643,2,58
29047643,71,56
29047643,9,48
29047643,10,97
29047643,5,72
29047643,92,20
29047643,14,17
29047643,98,24
29047643,9,25
29047666,28,94
29047666,14,50
29047666,100,82
29047666,69,11
29047666,39,44
29047666,30,40
29047666,31,48
29047666,86,58
29047666,1,41
29047666,42,83
29047666,7,31
29047666,34,11
29047666,55,38
29047666,32,32
29047673,92,58
29047673,54,65
29047673,88,64
29047673,10,37
29047673,66,62
29047673,63,11
29047673,74,49
29047723,35,37
29047723,18,73
29047723,29,14
29047723,31,30
29047723,14,87
29047723,74,65
29047723,95,69
29047723,5,1
29047723,72,73
29047723,54,8
29047738,53,64
29047738,38,1
29047738,93,78
29047757,57,87
29047757,53,66
29047757,31,29
29047779,44,31
29047779,22,90
29047779,100,22
29047779,23,72
29047779,39,97
29047779,74,33
29047779,67,99
29047779,99,97
29047779,97,42
29047779,25,20
29047779,14,96
29047779,20,52
29047779,31,45
29047779,9,78
29047779,13,96
29047779,90,80
29047779,16,99
29047779,87,79
29047779,70,80
29047779,4,58
29047779,9,63
29047779,60,53
29047779,20,92
29047795,75,94
29047795,28,15
29047795,90,77
29047795,75,21
29047795,91,51
29047795,21,37
29047795,71,4
29047802,19,56
29047802,43,14
29047802,34,2
29047802,97,93
29047802,78,63
29047802,36,41
29047802,81,95
29047802,75,18
29047811,76,84
29047811,89,20
29047811,39,86
29047811,34,54
29047811,91,65
29047811,91,75
29047811,74,29
29047811,57,87
29047811,64,98
29047812,10,51
29047812,34,68
29047812,80,2
29047812,31,14
29047812,33,65
29047812,60,88
29047812,96,61
29047812,8,25
29047812,83,3
29047812,85,32
29047812,63,24
29047812,37,90
29047828,27,67
29047828,81,94
29047828,21,34
29047828,37,80
29047828,83,20
29047828,79,27
29047828,37,17
29047828,52,50
29047828,99,89
29047828,93,8
29047828,97,73
29047828,62,68
29047828,44,84
29047828,95,19
29047841,83,86
29047841,92,76
29047841,60,62
29047841,23,35
29047841,34,28
29047841,51,49
29047841,50,70
29047841,94,68
29047854,24,28
29047854,88,57
29047854,19,32
29047854,9,89
29047854,54,42
29047854,48,89
29047854,78,63
29047854,5,7
29047854,32,16
29047854,22,92
29047880,88,75
29047880,56,16
29047880,26,35
29047880,17,4
29047880,72,76
29047880,65,22
29047880,46,42
29047880,34,84
29047959,32,90
29047969,91,43
29047969,32,83
29047969,82,10
29047969,75,6
29047969,87,6
29047969,83,28
29047969,48,60
29047969,95,65
29047969,68,20
29047969,47,36
29047969,66,4
29047969,22,85
29047969,48,64
29047969,40,51
29047969,57,50
29047969,64,52
29047969,1,25
29047970,6,71
29047970,5,69
29047970,29,15
29047970,96,24
29047970,36,29
29047970,59,73
29047970,30,20
29047970,91,67
29047970,39,84
29047970,77,68
29047973,37,49
29047973,98,76
29047973,63,11
29047973,39,62
29047973,24,34
29047973,79,8
29047973,90,1
29047973,53,89
29047973,23,87
29047973,63,23
29048020,98,42
29048020,43,79
29048020,76,32
29048020,8,8
29048020,74,56
29048020,81,85
29048020,83,94
29048020,89,47
29048020,78,5
29048020,90,42
29048020,93,49
29048035,21,42
29048035,32,38
29048035,51,72
29048035,19,41
29048035,52,13
29048035,55,72
29048035,75,99
29048035,20,8
29048035,37,27
29048035,65,3
29048035,56,17
29048035,96,89
29048035,35,48
29048035,89,77
29048035,46,62
29048035,4,32
29048035,92,60
29048035,85,66
29048035,70,70
29048035,98,8
29048035,94,82
29048035,81,5
29048035,99,45
29048035,7,37
29048035,76,56
29048035,67,12
29048035,5,4
29048035,27,21
29048035,46,66
29048056,35,94
29048056,71,46
29048056,87,0
29048056,66,47
29048056,39,80
29048056,30,58
29048056,37,32
29048056,84,44
29048056,91,60
29048056,25,18
29048056,22,71
29048065,53,41
29048065,46,26
29048065,81,81
29048065,52,62
29048065,48,76
29048067,18,48
29048067,30,92
29048067,50,21
29048072,82,44
29048072,18,62
29048072,13,93
29048072,55,7
29048072,50,57
29048072,19,99
29048072,29,26
29048072,43,24
29048072,19,19
29048072,84,26
29048072,23,25
29048072,5,2
29048075,100,47
29048075,62,3
29048075,64,89
29048075,65,66
29048075,49,26
29048077,3,30
29048077,30,43
29048077,26,88
29048077,55,48
29048077,72,87
29048077,23,5
29048084,14,53
29048084,28,82
29048084,36,14
29048084,55,12
29048084,26,39
29048084,76,72
29048084,53,58
29048084,98,61
29048086,77,38
29048086,80,43
29048086,66,48
29048086,10,99
29048086,73,12
29048086,39,42
29048086,20,56
29048086,38,35
29048086,34,22
29048087,63,63
29048087,64,56
29048087,18,37
29048087,13,90
29048087,54,14
29048088,89,82
29048088,16,19
29048088,47,0
29048088,90,10
29048088,30,68
29048088,67,87
29048088,9,75
29048088,66,99
29048090,49,75
29048090,19,9
29048090,86,29
29048090,61,100
29048090,33,42
29048090,87,95
29048090,61,16
29048090,2,80
29048090,80,76
29048090,44,12
29048090,93,80
29048091,93,62
29048091,63,74
29048091,96,6
29048091,19,18
29048091,23,94
29048091,83,95
29048091,51,23
29048091,50,76
29048092,41,85
29048092,96,86
29048092,52,69
29048092,96,56
29048092,41,96
29048092,67,34
29048092,57,56
29048092,37,89
29048092,100,15
29048092,76,56
29048092,78,96
29048092,31,76
29048092,76,10
29048092,97,97
29048092,7,21
29048092,50,15
29048092,48,28
29048092,6,71
29048139,35,12
29048139,35,22
29048139,83,80
29048139,10,39
29048139,69,40
29048139,27,39
29048139,82,83
29048139,55,100
29048139,8,81
29048139,57,29
29048139,65,52
29048139,31,73
29048185,50,34
29048185,69,3
29048185,67,20
29048185,64,54
29048185,95,6
29048185,83,42
29048185,29,89
29048185,36,44
29048185,50,15
29048185,2,83
29048185,89,48
29048185,51,63
29048185,20,64
29048185,55,4
29048185,87,19
29048185,45,95
29048185,71,64
29048185,82,20
29048191,59,35
29048191,44,92
29048191,11,11
29048191,100,99
29048191,18,85
29048191,23,91
29048191,52,64
29048191,50,86
29048191,39,30
29048191,70,8
29048191,52,91
29048191,24,38
29048191,40,16
29048191,4,49
29048191,92,31
29048191,61,57
29048191,10,81
29048191,6,54
29048191,74,74
29048191,77,74
29048191,98,64
29048207,85,57
29048207,4,26
29048207,17,85
29048207,24,14
29048207,84,95
29048207,95,90
29048207,44,20
29048207,52,37
29048207,8,29
29048207,44,80
29048212,57,2
29048212,50,47
29048212,76,75
29048212,88,12
29048212,57,76
29048229,24,8
29048229,7,97
29048229,29,28
29048229,36,29
29048268,94,22
29048268,58,53
29048268,29,59
29048268,15,90
29048269,12,2
29048269,26,65
29048269,53,18
29048269,22,55
29048269,79,96
29048269,76,85
29048269,37,85
29048269,96,57
29048272,43,67
29048272,8,62
29048272,98,26
29048287,30,23
29048287,85,99
29048287,85,86
29048287,58,6
29048287,85,76
29048287,31,95
29048287,98,87
29048287,77,81
29048287,85,24
29048287,14,97
29048287,15,60
29048287,36,100
29048287,34,18
29048287,26,69
29048287,14,12
29048287,82,42
29048291,16,13
29048291,1,43
29048291,43,17
29048291,15,15
29048291,22,58
29048291,70,2
29048291,62,93
29048291,56,28
29048291,3,65
29048291,100,24
29048291,62,98
29048333,19,2
29048333,5,62
29048333,98,46
29048333,88,30
29048333,78,40
29048333,47,60
29048343,99,91
29048343,33,93
29048343,97,52
29048343,98,97
29048343,20,43
29048343,71,8
29048343,78,70
29048343,41,10
29048343,57,69
29048343,24,12
29048343,20,8
29048343,47,29
29048343,93,17
29048343,44,46
29048352,87,44
29048352,45,6
29048352,65,91
29048352,47,96
29048352,69,98
29048352,18,87
29048352,64,49
29048352,37,42
29048362,50,8
29048362,69,68
29048362,83,19
29048376,91,24
29048376,55,28
29048376,22,45
29048376,56,93
29048376,80,72
29048376,35,46
29048376,21,29
29048376,100,3
29048376,58,64
29048376,23,13
29048438,46,4
29048438,76,17
29048438,18,96
29048438,16,77
29048438,20,45
29048438,13,71
29048438,24,64
29048438,42,99
29048438,59,29
29048454,40,33
29048476,58,21
29048476,38,15
29048476,97,63
29048476,22,4
29048476,45,5
29048476,28,58
29048476,22,6
29048476,42,46
29048476,44,63
29048476,100,5
29048476,45,69
29048476,83,93
29048476,69,76
29048485,37,49
29048485,63,2
29048485,4,57
29048485,97,94
29048485,73,85
29048485,96,29
29048485,28,70
29048485,2,58
29048485,43,77
29048485,58,51
29048485,54,46
29048485,5,63
29048485,22,72
29048485,65,1
29048485,15,20
29048485,4,5
29048485,9,55
29048485,62,71
29048485,10,57
29048485,28,51
29048485,38,90
29048495,34,4
29048495,6,60
29048495,87,1
29048495,73,25
29048495,30,92
29048495,91,27
29048495,35,77
29048495,85,14
29048495,98,23
29048495,79,42
29048495,64,49
29048495,42,91
29048497,74,19
29048497,60,37
29048497,42,56
29048497,70,79
29048497,87,60
29048497,29,11
29048502,72,18
29048502,15,64
29048502,73,75
29048502,50,77
29048502,32,70
29048502,8,71
29048502,65,69
29048502,4,7
29048502,76,21
29048502,99,49
29048502,62,43
29048502,29,36
29048502,60,76
29048502,84,14
29048502,78,69
29048502,73,63
29048502,64,80
29048502,40,59
29048502,19,60
29048502,22,53
29048524,65,2
29048524,58,83
29048524,62,31
29048524,13,26
29048524,53,48
29048524,38,40
29048524,46,34
29048524,3,47
29048524,51,37
29048525,6,36
29048525,49,51
29048525,38,71
29048525,38,81
29048525,75,44
29048525,49,76
29048525,94,39
29048530,52,25
29048530,22,79
29048530,74,13
29048530,69,6
29048530,32,88
29048530,23,42
29048530,70,2
29048530,7,35
29048530,47,26
29048530,87,52
29048530,89,98
29048530,8,2
29048530,64,8
29048530,91,12
29048530,39,92
29048537,60,93
29048537,80,37
29048537,67,65
29048537,28,94
29048537,9,76
29048537,6,90
29048537,78,64
29048537,48,95
29048537,81,97
29048537,38,37
29048537,4,39
29048537,43,34
29048537,74,84
29048537,17,50
29048573,33,3
29048573,5,84
29048573,9,26
29048573,26,69
29048573,57,52
29048577,60,97
29048577,3,88
29048577,77,68
29048577,39,46
29048577,22,96
29048577,27,41
29048577,98,20
29048577,40,19
29048578,13,42
29048578,41,68
29048578,32,19
29048578,32,40
29048581,35,70
29048581,46,92
29048581,61,94
29048581,88,82
29048581,46,18
29048581,65,5
29048581,28,27
29048581,32,17
29048581,8,55
29048581,24,13
29048581,61,33
29048581,63,53
29048615,89,38
29048615,79,70
29048615,9,55
29048615,77,58
29048615,98,67
29048615,12,28
29048615,12,75
29048615,15,33
29048615,47,12
29048615,92,84
29048615,87,55
29048615,36,79
29048615,66,64
29048615,99,35
29048615,86,10
29048615,46,56
29048637,71,69
29048637,47,45
29048637,24,38
29048637,83,8
29048637,48,70
29048637,52,39
29048637,87,47
29048637,23,74
29048637,39,19
29048637,24,31
29048637,68,42
29048637,83,3
29048637,46,19
29048637,85,51
29048637,20,31
29048637,77,66
29048637,44,72
29048637,37,68
29048637,34,46
29048637,55,12
29048637,28,52
29048637,57,45
29048637,72,31
29048637,93,17
29048637,67,84
29048637,83,83
29048637,30,71
29048637,58,56
29048637,4,68
29048697,39,86
29048697,26,16
29048697,63,5
29048697,63,42
29048697,92,94
29048697,82,1
29048697,46,14
29048697,91,14
29048697,63,66
29048699,29,55
29048699,77,33
29048699,4,14
29048699,88,56
29048699,89,67
29048699,66,29
29048726,32,56
29048726,75,33
29048726,15,82
29048726,77,81
29048726,39,76
29048726,33,92
29048726,31,14
29048726,16,10
29048726,47,95
29048726,79,26
29048726,70,63
29048743,32,71
29048743,59,46
29048743,46,63
29048743,96,91
29048743,27,42
29048743,60,79
29048743,96,53
29048743,96,55
29048743,95,68
29048743,24,0
29048743,78,29
29048743,95,65
29048743,77,55
29048743,7,51
29048743,98,36
29048751,17,62
29048751,72,22
29048751,46,83
29048751,56,26
29048751,29,88
29048751,33,53
29048751,65,36
29048751,83,56
29048751,62,79
29048751,10,82
29048763,44,43
29048763,58,39
29048763,7,66
29048763,67,11
29048763,6,84
29048763,92,52
29048763,87,72
29048763,32,43
29048763,54,87
29048763,56,87
29048763,97,100
29048775,11,31
29048775,19,33
29048775,82,3
29048775,38,95
29048775,68,40
29048775,67,61
29048784,96,65
29048784,68,78
29048784,79,30
29048791,55,5
29048791,72,23
29048791,72,85
29048981,21,19
29048981,2,79
29048981,81,23
29048981,86,27
29048981,62,52
29048981,2,98
29048981,76,98
29048981,38,51
29048981,32,68
29048984,69,96
29048984,4,80
29048984,72,81
29048984,15,30
29048984,35,88
29048984,28,78
29048984,75,14
29048984,94,53
29048984,22,47
29048984,38,94
29048984,79,91
29048984,94,8
29048984,37,68
29048984,98,60
29048984,20,78
29048984,3,92
29048984,75,39
29048984,18,63
29048984,7,85
29048984,1,10
29048984,42,14
29048984,15,71
29048984,37,9
29048985,94,5
29048985,57,97
29048985,30,14
29048985,100,94
29048985,13,90
29048985,73,79
29048985,65,33
29048985,57,83
29048985,83,23
29048985,11,19
29048985,56,88
29049004,50,25
29049004,93,73
29049004,82,15
29049004,49,60
29049004,76,17
29049004,43,88
29049004,76,18
29049004,3,65
29049004,11,98
29049004,64,75
29049010,92,86
29049010,68,87
29049010,11,93
29049010,36,37
29049010,96,51
29049010,22,21
29049010,98,80
29049010,71,92
29049010,6,7
29049010,49,81
29049010,40,17
29049010,53,41
29049010,43,24
29049010,69,71
29049010,24,64
29049010,94,53
29049010,35,86
29049010,84,6
29049010,83,43
29049054,73,26
29049054,26,53
29049054,31,52
29049054,39,46
29049054,68,87
29049054,37,9
29049054,71,67
29049054,54,83
29049054,11,17
29049204,63,15
29049204,95,39
29049204,34,86
29049204,65,33
29049204,45,62
29049204,27,44
29049204,60,29
29049204,56,71
29049204,20,25
29049204,83,41
29049204,33,58
29049204,36,41
29049204,78,5
29049211,3,24
29049211,8,62
29049211,31,31
29049211,31,58
29049211,36,30
29049211,72,4
29049211,14,41
29049211,20,94
29049211,44,22
29049214,49,88
29049214,35,89
29049214,34,16
29049214,98,68
29049214,77,21
29049214,67,2
29049220,72,77
29049220,20,30
29049220,6,6
29049220,91,43
29049220,27,43
29049220,23,7
29049220,81,46
29049220,34,18
29049220,99,8
29049231,57,81
29049231,82,100
29049231,20,38
29049231,33,57
29049260,77,46
29049260,86,55
29049260,58,5
29049260,55,80
29049260,90,20
29049260,43,96
29049267,32,39
29049267,48,71
29049267,87,81
29049267,48,45
29049267,99,47
29049267,79,44
29049267,32,59
29049267,6,51
29049267,68,13
29049267,44,16
29049267,20,79
29049267,94,62
29049267,52,44
29049267,64,44
29049285,21,47
29049285,95,6
29049285,42,47
29049285,60,97
29049285,58,97
29049285,30,52
29049309,97,72
29049309,73,53
29049309,69,87
29049309,9,29
29049309,90,1
29049309,88,68
29049309,12,16
29049309,36,11
29049309,79,0
29049309,14,21
29049309,51,3
29049309,28,76
29049309,29,76
29049309,86,72
29049309,49,95
29049309,99,54
29049313,70,64
29049313,95,96
29049313,28,13
29049313,35,85
29049313,28,10
29049313,65,63
29049313,58,37
29049313,53,86
29049313,39,62
29049313,32,13
29049313,59,29
29049313,56,20
29049330,75,41
29049330,25,8
29049330,79,89
29049330,17,54
29049330,90,92
29049330,73,55
29049330,41,30
29049330,37,99
29049330,13,56
29049330,4,51
29049330,79,32
29049355,86,17
29049355,4,29
29049355,87,98
29049355,71,97
29049355,42,80
29049355,61,29
29049355,53,86
29049355,21,68
29049355,52,43
29049355,69,9
29049355,69,14
29049355,78,16
29049355,7,11
29049358,99,48
29049358,38,35
29049358,40,70
29049358,64,65
29049358,60,80
29049358,95,76
29049358,58,88
29049358,21,85
29049358,44,2
29049358,68,15
29049358,74,22
29049416,30,75
29049416,20,14
29049416,58,72
29049416,77,33
29049416,79,66
29049416,2,41
29049416,79,49
29049416,36,68
29049416,87,20
29049416,100,74
29049416,99,92
29049416,43,88
29049416,77,22
29049416,71,4
29049418,69,17
29049418,28,63
29049418,25,91
29049418,6,12
29049418,55,82
29049418,11,27
29049418,6,100
29049511,76,53
29049511,16,84
29049511,78,66
29049511,50,5
29049511,36,45
29049511,77,34
29049511,69,75
29049511,28,96
29049511,77,80
29049566,47,57
29049566,90,29
29049566,7,62
29049566,33,48
29049575,23,36
29049575,86,80
29049575,62,32
29049575,28,30
29049575,51,61
29049575,28,75
29049575,8,42
29049575,5,44
29049575,59,28
29049575,49,12
29049575,33,42
29049575,26,97
29049575,39,56
29049575,41,82
29049575,91,99
29049583,33,33
29049583,62,6
29049583,43,46
29049583,39,2
29049583,59,77
29049583,30,11
29049588,37,90
29049588,29,33
29049588,69,8
29049588,66,88
29049588,83,40
29049588,100,0
29049588,75,47
29049588,82,37
29049588,4,91
29049588,25,98
29049588,76,14
29049588,17,19
29049588,12,32
29049588,44,75
29049610,63,6
29049610,76,53
29049610,58,20
29049610,43,44
29049610,96,84
29049610,93,32
29049610,8,67
29049610,60,69
29049610,59,79
29049610,28,59
29049610,9,89
29049610,90,81
29049610,87,47
29049610,50,72
29049610,25,62
29049610,76,79
29049610,32,21
29049610,70,4
29049610,83,80
29049610,27,60
29049610,88,8
29049610,30,47
29049610,87,35
29049613,7,70
29049613,83,50
29049613,62,86
29049613,69,24
29049613,29,34
29049613,83,91
29049613,4,26
29049613,12,55
29049613,57,79
29049613,79,68
29049659,50,47
29049659,10,29
29049659,60,87
29049659,45,20
29049659,88,95
29049659,26,69
29049659,78,36
29049737,39,39
29049737,29,29
29049737,40,84
29049737,94,7
29049737,57,68
29049737,1,19
29049737,30,89
29049737,48,62
29049737,96,89
29049737,86,38
29049737,5,61
29049737,49,82
29049737,92,2
29049737,63,21
29049737,86,20
29049737,3,45
29049737,72,45
29049737,93,4
29049737,49,34
29049737,21,36
29049737,64,41
29049737,54,100
29049737,97,0
29049737,94,49
29049737,95,65
29049737,1,97
29049758,38,42
29049758,72,62
29049758,56,30
29049758,69,78
29049801,90,55
29049801,26,57
29049801,37,36
29049801,75,2
29049801,87,13
29049801,45,57
29049801,5,18
29049801,5,100
29049803,45,26
29049803,32,27
29049803,36,88
29049803,26,22
29049803,19,70
29049803,17,62
29049803,53,71
29049803,93,75
29049803,94,33
29049804,16,14
29049804,83,1
29049804,25,15
29049804,95,51
29049804,33,52
29049804,58,39
29049804,72,100
29049804,2,95
29049804,83,48
29049804,34,11
29049804,41,68
29049827,67,80
29049827,30,82
29049827,25,20
29049827,79,34
29049827,56,14
29049827,32,2
29049827,5,14
29049827,95,52
29049827,5,28
29049827,69,41
29049843,20,46
29049843,45,67
29049843,93,61
29049843,12,44
29049843,64,98
29049843,58,62
29049843,26,57
29049843,24,87
29049843,24,96
29049843,58,74
29049843,85,60
29049843,45,90
29049848,81,28
29049848,32,67
29049848,52,19
29049848,89,22
29049848,12,13
29049848,34,26
29049848,82,30
29049848,74,45
29049848,12,35
29049848,67,77
29049848,97,7
29049848,36,0
29049848,18,90
29049848,57,29
29049869,78,66
29049869,86,21
29049869,95,19
29049869,88,68
29049869,14,91
29049869,42,9
29049869,39,76
29049894,31,93
29049894,20,6
29049894,27,70
29049894,16,73
29049894,38,90
29049894,42,64
29049894,52,81
29049894,87,47
29049894,18,66
29049894,94,23
29049894,90,96
29049894,92,69
29049894,20,16
29049905,72,12
29049905,5,22
29049905,65,97
29049905,90,56
29049905,60,59
29049905,72,47
29049911,2,11
29049911,83,51
29049911,26,18
29049911,92,29
29049911,40,81
29049911,20,19
29049911,97,19
29049911,73,34
29049954,73,68
29049954,17,76
29049954,64,65
29049954,28,92
29049954,27,94
29049954,97,63
29049954,34,65
29049954,52,52
29049954,80,53
29049954,84,35
29049954,89,65
29050020,5,6
29050020,2,41
29050020,67,77
29050020,30,99
29050020,100,81
29050020,77,77
29050020,40,93
29050020,62,44
29050020,97,51
29050020,5,33
29050020,59,44
29050020,87,23
29050020,90,26
29050020,8,42
29050020,3,58
29050020,2,25
29050020,36,89
29050037,94,91
29050037,73,43
29050037,3,90
29050037,49,100
29050037,62,30
29050037,79,72
29050037,17,3
29050037,4,41
29050037,54,79
29050047,11,45
29050052,27,92
29050052,62,61
29050052,37,46
29050052,49,84
29050052,56,84
29050052,95,52
29050052,32,9
29050052,29,7
29050052,35,83
29050052,85,98
29050052,16,56
29050052,54,96
29050052,97,72
29050052,3,92
29050052,4,79
29050052,69,47
29050052,45,47
29050052,100,87
29050052,25,8
29050060,92,39
29050060,97,100
29050072,38,76
29050072,91,47
29050072,6,63
29050072,95,60
29050072,74,16
29050072,17,90
29050072,55,75
29050079,32,57
29050079,32,0
29050079,7,46
29050079,52,4
29050079,56,75
29050107,39,55
29050107,92,38
29050107,92,49
29050107,3,53
29050107,69,69
29050122,22,75
29050122,65,6
29050122,58,62
29050122,55,48
29050122,90,23
29050122,18,74
29050122,40,18
29050122,80,71
29050122,72,68
29050122,67,88
29050122,29,17
29050122,96,25
29050122,55,39
29050122,61,37
29050122,48,93
29050122,13,57
29050122,72,65
29050122,71,10
29050155,94,65
29050155,89,99
29050155,40,32
29050155,57,75
29050155,24,7
29050190,2,16
29050213,83,31
29050213,3,49
29050213,65,8
29050213,79,18
29050213,43,56
29050213,39,82
29050213,11,57
29050213,47,92
29050213,49,10
29050213,97,85
29050213,4,4
29050213,74,50
29050213,72,0
29050213,85,87
29050213,61,37
29050287,69,24
29050287,90,70
29050287,16,28
29050287,57,62
29050287,22,35
29050287,4,70
29050287,70,84
29050287,100,33
29050287,87,29
29050287,97,97
29050287,60,11
29050287,80,53
29050287,27,64
29050327,27,19
29050328,77,9
29050350,78,6
29050351,47,83
29050351,59,62
29050351,94,46
29050351,64,1
29050360,3,45
29050360,14,48
29050360,6,53
29050360,1,44
29050360,8,88
29050362,15,47
29050362,93,50
29050362,79,96
29050444,73,39
29050444,83,97
29050444,5,36
29050444,44,12
29050444,32,73
29050444,17,67
29050444,97,9
29050444,25,32
29050444,71,55
29050444,41,51
29050444,26,23
29050444,64,98
29050444,13,83
29050444,34,68
29050444,68,89
29050450,16,89
29050450,50,83
29050450,46,69
29050450,5,33
29050450,48,17
29050450,34,37
29050450,70,18
29050450,52,93
29050450,26,37
29050450,7,53
29050450,56,95
29050450,31,20
29050450,88,44
29050450,35,13
29050450,16,57
29050450,70,83
29050450,85,87
29050450,3,79
29050469,72,12
29050469,60,7
29050469,11,46
29050469,33,80
29050469,97,89
29050469,45,45
29050469,94,59
29050469,53,46
29050521,85,22
29050521,32,95
29050521,75,77
29050521,23,24
29050521,42,36
29050521,35,96
29050521,12,7
29050521,63,95
29050521,70,85
29050521,46,89
29050523,59,88
29050523,7,51
29050523,17,15
29050523,20,73
29050523,8,65
29050523,85,55
29050523,98,52
29050523,97,6
29050523,68,45
29050523,85,6
29050523,15,100
29050523,100,22
29050523,99,99
29050523,74,61
29050523,72,69
29050523,36,3
29050523,41,63
29050523,74,7
29050523,10,29
29050523,81,100
29050523,75,15
29050523,18,23
29050523,40,77
29050523,24,13
29050523,39,94
29050523,20,11
29050523,48,20
29050523,26,54
29050523,6,9
29050523,32,83
29050523,55,73
29050523,11,20
29050523,24,91
29050523,16,31
29050523,67,59
29050523,6,45
29050523,50,29
29050523,71,33
29050535,49,93
29050535,89,89
29050535,88,14
29050535,12,20
29050535,3,47
29050535,79,67
29050535,58,89
29050535,59,81
29050535,76,75
29050535,28,6
29050535,74,72
29050535,68,47
29050535,55,73
29050535,25,57
29050535,14,65
29050537,91,20
29050537,57,53
29050537,41,25
29050537,25,73
29050537,20,86
29050537,78,50
29050537,2,26
29050614,39,91
29050614,31,50
29050614,15,15
29050614,6,90
29050614,87,3
29050614,50,1
29050614,49,77
29050614,87,12
29050614,76,51
29050650,65,81
29050650,19,79
29050650,27,52
29050650,81,16
29050650,33,70
29050650,67,36
29050650,62,78
29050650,66,59
29050650,11,0
29050650,44,83
29050650,48,51
29050650,52,96
29050650,43,82
29050650,14,62
29050650,8,55
29050650,52,98
29050650,28,91
29050650,34,30
29050650,32,86
29050650,29,13
29050678,58,4
29050678,33,93
29050678,78,41
29050678,15,23
29050726,12,8
29050726,94,100
29050726,36,57
29050726,19,52
29050726,48,95
29050726,1,88
29050726,63,31
29050726,86,90
29050726,71,57
29050726,90,93
29050726,7,0
29050726,45,47
29050726,72,24
29050726,14,99
29050726,54,74
29050726,71,59
29050726,18,100
29050827,53,29
29050827,80,64
29050827,88,59
29050827,61,40
29050827,36,36
29050827,5,12
29050827,2,67
29050827,91,70
29050827,18,86
29050827,58,58
29050827,29,17
29050827,26,53
29050827,50,62
29050827,52,43
29050827,47,60
29050827,81,86
29050875,62,94
29050875,35,33
29050875,3,61
29050880,83,49
29050880,90,47
29050880,22,33
29050885,12,46
29050885,65,0
29050885,42,60
29050885,44,7
29050889,39,75
29050889,57,78
29050896,37,47
29050896,8,46
29050896,11,0
29050896,24,89
29050896,15,9
29050896,67,70
29050896,80,20
29050896,71,9
29050896,91,87
29050896,84,68
29050896,1,40
29050896,50,69
29050896,99,14
29050896,42,49
29050904,89,43
29050904,75,35
29050904,2,53
29050904,2,35
29050904,36,13
29050904,8,76
29050904,37,65
29050904,84,98
29050904,71,82
29050904,80,24
29050904,44,64
29050904,74,9
29050939,94,24
29050939,44,16
29050939,6,95
29050939,30,42
29050939,95,81
29050939,18,31
29050939,44,62
29050963,97,40
29050963,49,95
29050966,39,39
29050966,22,62
29050966,10,77
29050966,48,16
29050966,68,84
29050966,7,30
29050966,34,97
29050966,48,31
29050966,77,42
29050966,73,50
29050966,21,78
29050966,65,8
29050966,25,37
29050971,16,8
29050971,36,2
29050971,36,61
29050971,98,80
29050971,50,3
29050971,95,93
29050973,30,90
29050973,83,71
29050973,38,90
29050973,32,85
29050973,71,26
29050973,6,32
29050973,57,98
29050973,35,33
29050973,89,54
29050973,72,9
29050973,60,48
29050973,50,35
29050973,87,74
